DIM,N,R,sigma,v_s,dt,dx,dy,dz,relative_Bianchi_residual,rho_relative_peak_error,lambda_fit,beta_fit,analytic_residual_H,analytic_residual_HT,analytic_residual_R,analytic_residual_HTR,analytic_residual_action_beta_minus_1,analytic_improvement_HTR_over_H,analytic_action_over_fit,beta_fit_minus_beta_action,abs_beta_fit_plus_1,Q_fit_residual,Q_action_residual,action_residual_over_fit_residual,relative_tensor_difference_action_vs_fit,integral_abs_rho_A,integral_Q_action_positive,integral_Q_action_signed,integral_Q_fit_positive,action_positive_fraction_of_abs_rho,action_signed_fraction_of_abs_rho,eta_needed_for_action_positive_to_match_abs_rho,action_Q00_absrho_correlation,fit_Q00_absrho_correlation,runtime_seconds,ram_available_gib_after
4,31,3.0,4.0,0.25,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.10989849245479948,0.679071487472561,0.006336655926183067,-0.8161683099056145,0.002361871021535012,0.0023599425943319013,0.0014461333745421391,0.0014404105586362677,0.001500689052229033,0.3901400434219624,1.04184813366672,0.1838316900943855,0.1838316900943855,0.1838723852376508,0.18356265033100808,0.9983154898097265,0.002692264612944692,0.033420636259804064,6.4149522461697766,0.00515616209136991,6.415425516718343,191.94584436697932,0.15428078781286908,0.005209802813381623,-0.1397194183817456,-0.13967594136876516,42.60719060897827,14.242118835449219
4,31,4.0,4.0,0.25,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.11153320434263103,0.7014702062538939,0.01407003263425662,-0.7792120535727041,0.002712220234292638,0.0026950088979456606,0.0017778891981651242,0.0017403312415838076,0.001835404348840467,0.3583370481572653,1.0546293171006556,0.22078794642729593,0.22078794642729593,0.18811679780425672,0.18765603294418798,0.9975506447832044,0.003197901177149968,0.05872990540000779,9.183862902325002,-1.7740012669482197,9.184727403863882,156.3745563656873,-30.206097811081854,0.00639490223499957,-0.12801087380880283,-0.127994946187355,37.232999324798584,14.277839660644531
4,31,2.0,0.5,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.0043717559936613856,0.10551141159079139,0.01689128604639998,-1.004196806661668,1.4454522898841918e-05,1.3136133086415924e-05,5.109920042109468e-06,2.1198410330873605e-06,2.1205332965985935e-06,0.8533441021939783,1.000326563879285,-0.0041968066616679955,0.0041968066616679955,0.00712797546637722,0.007127727445572309,0.9999652045933546,0.00016364186676162007,0.017801224650368538,0.07777179379536486,-0.005012568483217454,0.07777119255317225,4.368901315660592,-0.2815855977141258,0.2288904984911056,-0.1279750137827758,-0.12799149108703664,40.65910577774048,14.318000793457031
4,31,3.0,0.5,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.00327428960598776,0.04457990750643137,0.012079104628418975,-1.0112130953270626,4.649933065929119e-06,4.156170859695084e-06,2.033806628048924e-06,1.0456347582320937e-06,1.046585686115991e-06,0.775129073170183,1.000909426428694,-0.011213095327062605,0.011213095327062605,0.008289105173906724,0.008291323312305832,1.000267596845808,0.0002759038677021661,0.024295765226156004,0.05914671564274465,-0.0035554123633273716,0.059143804265776895,2.4344454719651836,-0.14633876851508815,0.4107711639122314,-0.10513135217438578,-0.10513430761350266,42.484219551086426,14.255252838134766
4,31,4.0,0.5,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.002874131092087571,0.04605102955480293,0.012086272987283344,-1.0113670516434887,2.9724064368352424e-06,2.4890460384438768e-06,1.450816601721006e-06,6.013411714742241e-07,6.019535966407777e-07,0.7976921446467868,1.0010184321240672,-0.011367051643488724,0.011367051643488724,0.008555671783366832,0.008562189257969302,1.0007617723970128,0.00017757656744850814,0.028088969594082903,0.06140037931779907,0.008671153905214427,0.061397016348156,2.1859249450977867,0.3087031682016934,0.45747224864358976,-0.1703391885327798,-0.1703038136227597,39.37359094619751,14.095821380615234
4,31,2.0,1.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.01842080654075865,0.15751320522103485,0.018713781351098482,-0.9870700150956825,0.00011681404776203528,0.00011176246552707776,6.323280528405027e-05,5.7327765098146495e-05,5.734153869271456e-05,0.5092391180987901,1.0002402604487457,0.012929984904317515,0.012929984904317515,0.054537446303491305,0.05453123788484579,0.9998861622780985,0.0002625774965357745,0.020816776634985167,0.5617395157987338,0.006819629339242508,0.5617646749927098,26.984942272698508,0.3276025610891783,0.03705770388146172,-0.05876064644778577,-0.058718031411524534,38.49810576438904,14.25381851196289
4,31,3.0,1.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.01909474652134636,0.17109569645939404,0.015069096528820942,-0.9725589289920752,0.0001050692038579602,9.993429767624587e-05,6.836039280797922e-05,6.361791203971908e-05,6.365506497208193e-05,0.39451418965996765,1.0005840011275386,0.02744107100792481,0.02744107100792481,0.05655617695107642,0.05655219987696991,0.9999296792265512,0.0003658255779335345,0.0421806802173062,0.8325416689340219,-0.10159307189281437,0.8326024118347263,19.7375116912515,-2.40852142187911,0.0506649478233491,0.007394137199611191,0.007415188318054008,41.44517159461975,14.328357696533203
4,31,4.0,1.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.01973357285761136,0.17446828413305399,0.031400092201095256,-0.9749574075791446,0.00010394191833726832,8.317183157490869e-05,7.4247661993015e-05,4.912493379663993e-05,4.915517147502926e-05,0.5273809202054508,1.000615526089348,0.02504259242085538,0.02504259242085538,0.0565101956879501,0.056485193115716856,0.9995575564386415,0.00027432095161924493,0.0641965024449188,1.1556479666837647,0.047171521796847436,1.155717080165126,18.001727861659152,0.7347989376418294,0.055550223161069036,0.005603471299762027,0.0055928207263685505,41.66845488548279,14.139785766601562
4,31,2.0,2.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.08334499134400138,0.43670212494168703,0.025806168960826673,-0.7020209915995056,0.002856501478194705,0.0028368446268219193,0.0022750930314060468,0.002228391514882357,0.002349678861008367,0.21988784816218987,1.0544282031752454,0.2979790084004944,0.2979790084004944,0.3445479274103136,0.34561262480615523,1.0030901285746923,0.006583977123777164,0.03497485862036021,5.4333274592565735,0.04586966905261363,5.437649844292057,155.3495188710677,1.3115040592590452,0.006437097502889274,-0.03209686548730175,-0.03132928448225378,36.87246775627136,14.247734069824219
4,31,3.0,2.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.0860506677461174,0.45369709273257885,0.024247511409533507,-0.5495226726468052,0.003403437486815938,0.003364183422669489,0.0031219907809766196,0.00306108167228453,0.0032678683118199077,0.10059118636896036,1.0675534538681715,0.4504773273531948,0.4504773273531948,0.35017567991107484,0.35146780701019986,1.003689939573911,0.008659292804656563,0.07827916664935781,10.69830475471022,-0.14917061848392354,10.708064425995452,136.6686081704472,-1.9056234866693909,0.007316969224950643,-0.006386030212024485,-0.005892141419836717,39.350666761398315,14.322525024414062
4,31,4.0,2.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.0882885039510931,0.44145494205588764,0.060673745424610515,-0.49687213810169106,0.003657724291195004,0.003255513610941637,0.003500717519166294,0.002994598829109739,0.003261853805513896,0.1812945452672753,1.0892456691715227,0.5031278618983089,0.5031278618983089,0.3560343979590527,0.35705612982113555,1.0028697560346413,0.009139295378207157,0.1328719727144817,15.012162503998294,-1.5757786930385187,15.02748336763321,112.98216017501876,-11.859376065896061,0.008850954862705021,0.018227323575646603,0.018377352751953468,41.39473342895508,14.137977600097656
4,31,2.0,4.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.2877417852228016,0.6749594240721923,0.03358350682080058,-0.6110105283304152,0.1136625919358008,0.1137058987958514,0.08844566770329064,0.08782936322767239,0.09913454879667724,0.2272799543645776,1.1287176082524861,0.38898947166958475,0.38898947166958475,0.36539198019583785,0.36489794772990286,0.9986479383984558,0.005651844279677981,0.05915100518396874,50.00190106056074,-0.8108789615719414,50.040854914755734,845.3263119544143,-13.70862522200566,0.001182975125532265,-0.12236163701851775,-0.12160466323835577,42.88327980041504,14.339603424072266
4,31,3.0,4.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.2910691155354668,0.6788206859312893,0.037215207544676145,-0.49211184443500977,0.1426868720238386,0.14217127951328465,0.1264177433053394,0.12526032787230204,0.14320366707995075,0.12213137694002507,1.1432483812906926,0.5078881555649902,0.5078881555649902,0.3669780531976332,0.3664019492974216,0.9984301407258778,0.006770676855292219,0.13368918063051144,105.44503346264372,-2.7188064207215668,105.53053789852474,788.7327378725691,-20.33677226458416,0.0012678565906840348,-0.12524753138359923,-0.12477309578869275,37.014039754867554,14.598026275634766
4,31,4.0,4.0,0.5,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.2957585191432515,0.7013870885336334,0.07025319460533576,-0.4303461360014128,0.1669695076920426,0.16283332871733391,0.15386404179750882,0.14822472653947655,0.17301106982044356,0.112264696780078,1.1672213797228068,0.5696538639985872,0.5696538639985872,0.3618862770053252,0.3611191708254353,0.9978802562334282,0.0073088945536942005,0.2349175034078091,152.01061662730737,-33.59670376182276,152.15953149203094,647.0808450719056,-143.01490214417944,0.0015454019503372519,-0.11892154597886986,-0.11874772653428432,38.7664680480957,14.521846771240234
4,31,2.0,0.5,0.75,0.026666666666666672,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.0066855125452957905,0.1057503120710971,0.038300613401678965,-1.0051961056139973,0.00012036463160107744,9.850347694224377e-05,6.360807503704498e-05,2.6071517901160534e-05,2.6076141505194426e-05,0.783395524462959,1.0001773431087295,-0.005196105613997304,0.005196105613997304,0.015772731435322433,0.015774411735421916,1.000106531966665,0.0003290440652090168,0.04004916335400588,0.4472622467143194,0.007088299020577461,0.4472532689339802,11.167829968402634,0.17698994003749796,0.08954291055910774,-0.11382751490430994,-0.11387029910656211,39.39410471916199,14.605396270751953
