DIM,N,Q_L2,C_L2,normalized_Q_conservation_residual,S_peak,Q00_peak_abs,C_peak
4,121,0.021516921667930823,0.00023713330740604403,0.011020782204151045,0.009353421253599342,0.13407303655245406,0.002898654978918906
