timestamp,pid,comm,state,vmrss_kib,vmswap_kib,vmsize_kib,vmhwm_kib,vmpeak_kib,majflt,memavailable_kib,system_swap_used_kib,pswpin_pages,pswpout_pages
2026-07-18T00:59:14-04:00,1778500,python,D,248730816,100402796,386371216,249682312,386371216,1658901,1644184,149277468,32643362,72926853
2026-07-18T00:59:19-04:00,1778500,python,R,249314808,100582836,386371216,249682312,386371216,1683169,1103376,149984004,32836844,73103584
2026-07-18T00:59:24-04:00,1778500,python,D,248689084,100370680,386371216,249682312,386371216,1709377,1677164,150553660,33046323,73245898
2026-07-18T00:59:29-04:00,1778500,python,D,249255260,100633896,386371216,249682312,386371216,1735326,1098608,151663564,33253851,73524507
2026-07-18T00:59:34-04:00,1778500,python,R,248716664,100367468,386371216,249682312,386371216,1762465,1668184,152249196,33471079,73669782
2026-07-18T00:59:39-04:00,1778500,python,D,248944440,100917808,386371216,249682312,386371216,1786807,1437996,153332464,33665793,73940599
2026-07-18T00:59:44-04:00,1778500,python,D,248240080,100776408,386371216,249682312,386371216,1812732,2158520,153406196,33873120,73959032
2026-07-18T00:59:49-04:00,1778500,python,D,249263928,100553200,386371216,249682312,386371216,1837759,1172748,153983732,34073335,74103416
2026-07-18T00:59:54-04:00,1778500,python,D,248490264,100405264,386371216,249682312,386371216,1861294,1893556,154588832,34261558,74254691
2026-07-18T00:59:59-04:00,1778500,python,D,249269176,100402152,386371216,249682312,386371216,1885560,1161952,155004808,34455658,74358685
2026-07-18T01:00:04-04:00,1778500,python,D,247843724,100730300,386371216,249682312,386371216,1903563,2575052,155259308,34599655,74422275
2026-07-18T01:00:09-04:00,1778500,python,D,249251108,100187628,386371216,249682312,386371216,1930634,1162220,155582892,34816176,74503171
2026-07-18T01:00:14-04:00,1778500,python,D,247839096,100745168,386371216,249682312,386371216,1956234,2550952,156959324,35020983,74847279
2026-07-18T01:00:19-04:00,1778500,python,D,249244028,100219400,386371216,249682312,386371216,1983743,1173592,157313604,35240948,74935849
2026-07-18T01:00:24-04:00,1778500,python,D,247591188,101029740,386371216,249682312,386371216,2009727,2799276,158955252,35448752,75346261
2026-07-18T01:00:29-04:00,1778500,python,D,249232596,100262860,386371216,249682312,386371216,2037071,1191280,159067892,35667483,75374421
2026-07-18T01:00:34-04:00,1778500,python,D,247674832,100820948,386371216,249682312,386371216,2058169,2718256,160296504,35836335,75681574
2026-07-18T01:00:39-04:00,1778500,python,D,249249328,100106556,386371216,249682312,386371216,2085038,1077268,160450220,36051295,75720992
2026-07-18T01:00:44-04:00,1778500,python,D,249255788,100837200,386371216,249682312,386371216,2108081,1154924,161910128,36235639,76084980
