geometry,N,extent,t_extent,amplitude,width,radius,mass,eps,omega,k,score,interior_crop,lambda_fit,beta_fit,lambda_action,residual_fit,residual_action,residual_H,action_over_fit,relative_tensor_difference,score_points,total_points,score_fraction,bianchi_abs,bianchi_relative,G_mixed_norm,S_min,S_max,Rscalar_mask_rms,elapsed_seconds
pg_horizon,151,5.0,1.0,0.025,1.0,2.5,1.25,0.35,2.0,5.0,schwarz_exterior,3,-0.0009243799674413236,-0.4624345898177494,-0.0009252910667176695,0.0005938135903777815,0.0005940031996284358,0.0006159956712746128,1.0003193076981174,0.003620467317738428,287007490,519885601,0.552058932672767,4.122612675653793e-05,0.04012526270480326,0.0010274356845918643,1.7586802090788194e-05,0.9999999228480823,0.001379823489457703,85638.26102089882
