sweep_label,near_horizon_model,sweep_N,N,geometry,sweep_eps,sweep_width,sweep_score,lambda_fit,beta_fit,lambda_action,action_over_fit,action_error_abs,relative_tensor_difference,tensor_difference_percent,bianchi_abs,bianchi_relative,bianchi_relative_percent,G_mixed_norm,Rscalar_mask_rms,score_points,total_points,score_fraction,elapsed_seconds
N131_pg_horizon_eps0p35_width1p00_schwarz_exterior,painleve_gullstrand_like_radial_flow,131,131,pg_horizon,0.35,1.0,schwarz_exterior,-0.0010906312946854,-0.367022258368314,-0.0010920689424882,1.000429363754935,0.00042936375493507484,0.0042759764554993,0.42759764554992996,5.488951293821983e-05,0.0532665407969781,5.326654079697811,0.0010304688856636,0.0013821057499193,160077500,294499921,0.5435570218709838,25797.52769589424
N141_pg_horizon_eps0p35_width1p00_schwarz_exterior,painleve_gullstrand_like_radial_flow,141,141,pg_horizon,0.35,1.0,schwarz_exterior,-0.0009989894140193,-0.5544717215318238,-0.0009998542553457,1.0002162351543962,0.00021623515439617158,0.0030086800006313,0.30086800006312997,4.7416165534413496e-05,0.0459696082104428,4.59696082104428,0.0010314676887683,0.0013861788443222,216679050,395254161,0.5482018189303768,51101.215396642685
