DIM,N,R_BUBBLE,SIGMA,V_S,EXTENT,T_EXTENT,DELTA_TAU,INTERIOR_CROP,estimated_full_run_GiB,notes,machine_RAM_GiB,available_RAM_GiB,python_version,numpy_version,pandas_version
4,131,3.0,1.0,0.5,5.0,0.4,0.04,3,570.4908032715321,Generated by final export cell for HTML technical article update.,245.11198806762695,73.67820358276367,3.14.4,2.5.1,3.0.3
