DIM,N,lambda_fit,beta_fit,residual_H,residual_HT_lambda_fit,residual_R_beta_fit,residual_HTR_lambda_beta_fit,improvement_HT_over_H,improvement_R_over_H,improvement_HTR_over_H
4,131,0.016623501191294427,-1.0406792509205383,0.00011732300069467904,0.00011074277192086859,7.121143881545855e-05,6.592288559141042e-05,0.056086434329572055,0.39303087720387464,0.43810774357052196
