metric,N61,N71,N81,monotonic,observed_order,continuum_estimate,N81_abs_error_estimate,N81_relative_error_estimate
relative_Bianchi_residual,0.006031912101890444,0.004538437626932157,0.0035299983833249567,True,1.7267070104527273,-0.0003588282098518081,0.003888826593176765,10.837572092737094
rho_relative_peak_error,0.04964638263844123,0.037033850908382716,0.02858669536805789,True,1.7830949018479556,-0.002834644812141459,0.03142134018019935,11.084753915416233
Hessian_Q_normalized_residual,0.018923608329206223,0.015545047560557315,0.01357449810639878,True,2.7370261825272846,0.009108198660075686,0.004466299446323093,0.490360345992495
HTR_normalized_residual,0.01661441080787198,0.012705486513730447,0.010241875755526996,True,2.2027301630263936,0.003037560603582106,0.00720431515194489,2.371743675977708
lambda_fit,0.015789560483007618,0.016046992783419523,0.016227418581089042,True,1.4690537419967313,0.017059919691673427,0.0008325011105843848,0.04879865354763131
beta_fit,-1.0306645653701305,-1.0342960186715253,-1.0365130131338942,True,2.422390450993694,-1.0423180612666993,0.005805048132805135,0.0055693634683355924
action_over_fit,1.0000226651967665,1.0000040192679722,1.0000244510928271,False,,,,
action_fit_tensor_difference_percent,0.027417084419199243,0.029452344399313043,0.03053278869846761,True,3.384550087655205,0.03242378170016672,0.0018909930016991136,0.058321173612188186
