case_dir,N,v_s,lambda_fit,beta_fit,mask_points_raw,mask_points_robust,score_json_files,valid_score_tiles,empty_score_tiles,corrupt_contributing_tiles,corrupt_tile_files,corrupt_tile_reasons,excluded_contributing_points,excluded_contributing_fraction,raw_fit_residual,robust_fit_residual,raw_action_residual,robust_action_residual,raw_action_over_fit,robust_action_over_fit,raw_normalized_fit_residual,robust_normalized_fit_residual,raw_normalized_action_residual,robust_normalized_action_residual,raw_relative_tensor_difference,robust_relative_tensor_difference,robust_tensor_difference_percent,raw_bianchi,robust_bianchi,rho_relative_peak_error,rho_extreme_peak_error_recomputed,rho_sum_peak_relative_error,rho_tile_ratio_median,rho_tile_ratio_p90,rho_tile_ratio_p99,rho_tile_ratio_p999,rho_tile_ratio_max,rho_peak_warning,rho_peak_warning_threshold,rho_peak_outlier_file,rho_peak_outlier_t0,rho_peak_outlier_t1,rho_peak_outlier_x0,rho_peak_outlier_x1,rho_peak_outlier_y0,rho_peak_outlier_y1,rho_peak_outlier_z0,rho_peak_outlier_z1,rho_peak_outlier_err,rho_peak_outlier_ref,rho_peak_outlier_tile_ratio,rho_peak_outlier_factor_vs_second,rho_max_tile_ratio_file,rho_max_tile_ratio,rho_sum_abs_peak_err,rho_sum_abs_peak_ref,rho_max_abs_peak_err,rho_max_abs_peak_ref,elapsed_seconds,elapsed_hours,raw_total_Cfit2,robust_total_Cfit2,raw_total_Cact2,robust_total_Cact2,raw_total_Qfit2,robust_total_Qfit2,raw_total_Qact2,robust_total_Qact2,robust_total_D2,robust_total_G2,robust_total_divG2,rho_v2_gate_status,rho_v2_gate_messages,rho_v2_gate_warnings
N301_v1_sigma4_R3,301,1.0,1.0253948486663014,-1.7636090074549364,1637619196,1637463553,115600,37072,78528,2,N301_v1_sigma4_R3/tiles/tile009019_t18-27_x186-217_y155-186_z81-90.score.json | N301_v1_sigma4_R3/tiles/tile029464_t72-81_x186-217_y186-217_z180-189.score.json,N301_v1_sigma4_R3/tiles/tile009019_t18-27_x186-217_y155-186_z81-90.score.json:Cact2=abs_huge:2.11594e+75 | N301_v1_sigma4_R3/tiles/tile029464_t72-81_x186-217_y186-217_z180-189.score.json:Cact2=abs_huge:1.14054e+82,155643,9.50422420426977e-05,250.65995948946522,250.6695335963212,2.6390599647985838e+36,250.2086245309689,1.0528446466574564e+34,0.9981612880562719,0.17251102094853266,0.17251711407413295,1.8201266642897093e+33,0.17256525496619882,0.011434946422625377,0.011434925517670362,1.1434925517670362,0.03390145283877923,0.03390250622778634,0.4949623849209517,0.4949623849209517,0.02433798003304372,0.030740435739762543,0.09782742396159833,0.14217997469665974,0.43217976071400344,2.5628820729709885,True,0.06,N301_v1_sigma4_R3/tiles/tile000864_t0-9_x62-93_y155-186_z126-135.score.json,0,9,62,93,155,186,126,135,0.01957370339842047,0.007637379653496855,2.5628820729709885,14.467558349154457,N301_v1_sigma4_R3/tiles/tile000864_t0-9_x62-93_y155-186_z126-135.score.json,2.5628820729709885,12.051551320815319,495.1746736768173,0.01957370339842047,0.03954584023904464,241556.20849871635,67.09894680519899,102892294173619.89,102890374527604.14,1.1405424059583113e+82,102512350864644.52,3457396276323987.5,3457087557768687.0,3442771611793254.0,3442464562148232.0,452040200989.59973,12105105106.473127,13913364.8420668,PASS,"PASS beta_fit: -1.7636090074549364 inside [-1.8999999999999999, -1.5] | PASS lambda_fit: 1.0253948486663014 inside [1, 1.05] | PASS robust_action_over_fit: 0.99816128805627191 inside [0.98999999999999999, 1.006] | PASS robust_tensor_difference_percent: 1.1434925517670362 inside [0, 1.5] | PASS robust_bianchi: 0.033902506227786337 inside [0, 0.074999999999999997] | PASS rho_sum_peak_relative_error: 0.024337980033043719 inside [0, 0.059999999999999998] | PASS excluded_contributing_fraction: 9.5042242042697695e-05 inside [0, 0.001]",WARN rho_extreme_peak_error_recomputed: 0.49496238492095168 exceeds warning threshold 0.059999999999999998; kept as warning only in v2 gate. | WARN rho_peak_outlier_file: N301_v1_sigma4_R3/tiles/tile000864_t0-9_x62-93_y155-186_z126-135.score.json tile_ratio=2.5628820729709885 factor_vs_second=14.467558349154457
