DIM,N,Q_L2,C_L2,normalized_Q_conservation_residual,S_peak,Q00_peak_abs,C_peak
4,61,0.020324296844360636,0.0003846090330492027,0.018923608329206223,0.009353421253599342,0.11140805949523572,0.005327952233341122
