DIM,N,R_BUBBLE,SIGMA,V_S,EXTENT,T_EXTENT,DELTA_TAU,INTERIOR_CROP,estimated_full_run_GiB,notes,machine_RAM_GiB,available_RAM_GiB,python_version,numpy_version,pandas_version
4,61,3.0,1.0,0.5,5.0,0.4,0.04,3,26.821484118700027,Generated by final export cell for HTML technical article update.,31.71392059326172,7.129081726074219,3.14.0,2.3.5,2.3.3
