stage,N,v_s,sigma,R,dtype,scope,tile_t,tile_x,tile_y,tile_z,halo,elapsed_seconds,lambda_fit,beta_fit,mask_points,fit_residual,action_residual,fit_Q_L2,action_Q_L2,normalized_fit_residual,normalized_action_residual,action_over_fit,relative_tensor_difference,bianchi,rho_peak_error,rho_relative_peak_error,positive_Q00_over_abs_rho,eta_needed,time_utc
6B_tiled_wall_focused,141,0.5,4.0,3.0,float64,wall,9,41,41,9,4,18262.186687469482,0.23088192617471304,-1.044882097087546,65579008,10.330249885487772,10.32847105510319,59.9861758503291,59.98403488415731,0.17221050915568736,0.1721870006752596,0.9998278037410228,0.0003392107270987678,0.06604560029999924,0.0013490304892011216,0.13956716966824914,5086.535311745402,0.0001965974752383776,2026-06-18T06:51:05+00:00
6B_tiled_wall_focused,141,1.0,4.0,3.0,float64,wall,9,41,41,9,4,18270.76362657547,1.0006413482257333,-0.987201909548335,65578936,759.7441510183822,759.7721144041576,1259.4115630983904,1259.4641281502131,0.6032532757991106,0.6032503009990782,1.0000368063192562,0.00023701765382795704,0.12887186350287486,0.005396107635257108,0.13956679925078103,24790.02360342168,4.033880790101279e-05,2026-06-18T11:55:36+00:00
