stage,N,v_s,sigma,R,dtype,scope,tile_t,tile_x,tile_y,tile_z,halo,elapsed_seconds,lambda_fit,beta_fit,mask_points,fit_residual,action_residual,fit_Q_L2,action_Q_L2,normalized_fit_residual,normalized_action_residual,action_over_fit,relative_tensor_difference,bianchi,rho_peak_error,rho_relative_peak_error,positive_Q00_over_abs_rho,eta_needed,time_utc
6B_tiled_wall_focused,161,0.5,4.0,3.0,float64,wall,9,41,41,9,4,30110.069076776505,0.24074301542328316,-1.111949010266949,112061558,9.023314288067418,9.019854764885128,66.06130994342871,66.05598593939851,0.13658999943831707,0.13654863577632734,0.9996166017195185,0.0007725271776416716,0.05327715218893588,0.0010762170200474298,0.11058237092535983,5432.109661015497,0.00018409053984618136,2026-06-18T20:41:41+00:00
6B_tiled_wall_focused,161,1.0,4.0,3.0,float64,wall,9,41,41,9,4,29860.698818206787,1.0129086933531335,-1.1909146267840887,112062362,640.6483492642465,640.2821381146334,1330.1575108875588,1329.3485988360414,0.48163344868591423,0.48165104222869404,0.9994283741618414,0.0033592880148464745,0.10345504372661145,0.004304859676533372,0.1105821550543445,26065.30532099508,3.8365174997375534e-05,2026-06-19T04:59:22+00:00
