stage,N,v_s,sigma,R,dtype,scope,tile_t,tile_x,tile_y,tile_z,halo,elapsed_seconds,lambda_fit,beta_fit,mask_points,fit_residual,action_residual,fit_Q_L2,action_Q_L2,normalized_fit_residual,normalized_action_residual,action_over_fit,relative_tensor_difference,bianchi,rho_peak_error,rho_relative_peak_error,positive_Q00_over_abs_rho,eta_needed,time_utc
6B_tiled_wall_focused,181,1.0,4.0,3.0,float64,wall,9,41,41,9,4,51714.469308137894,1.0188246894934758,-1.347997703910768,179790920,548.1509111867558,547.5625946747268,1389.2956171251062,1387.799032242435,0.3945531134122873,0.39455467395013505,0.9989267252867368,0.005875634148067525,0.08465323429020431,0.003500466557553282,0.0895195683599817,27006.713103061782,3.702783067987007e-05,2026-06-20T23:23:08+00:00
