stage,N,v_s,sigma,R,dtype,scope,tile_t,tile_x,tile_y,tile_z,halo,elapsed_seconds,lambda_fit,beta_fit,mask_points,fit_residual,action_residual,fit_Q_L2,action_Q_L2,normalized_fit_residual,normalized_action_residual,action_over_fit,relative_tensor_difference,bianchi,rho_peak_error,rho_relative_peak_error,positive_Q00_over_abs_rho,eta_needed,time_utc
6B_tiled_wall_focused,101,0.5,4.0,3.0,float64,wall,9,41,41,9,4,4866.487460851669,0.19622113906305433,-0.7463296365242267,16971516,13.190574592950227,13.212012186563978,42.663399233594426,42.675431559260005,0.309177768998856,0.30959293682168154,1.001625220604507,0.0026355372444378266,0.10704073207534481,0.00225333469974749,0.23975210311061054,3976.688452289222,0.00025146551257349307,2026-06-17T16:02:17+00:00
6B_tiled_wall_focused,101,1.0,4.0,3.0,float64,wall,9,41,41,9,4,4854.211280822754,0.9219282420748282,-0.4826967058483169,16971472,1156.7141192707345,1158.1529338045548,1113.1534436294016,1114.830344640123,1.0391326783298669,1.0388602529279167,1.0012438808430275,0.01068336953441596,0.21563468910517158,0.009013284016981392,0.23975064592564727,20541.052739506915,4.868299656700092e-05,2026-06-17T17:23:12+00:00
