stage,N,v_s,sigma,R,dtype,scope,tile_t,tile_x,tile_y,tile_z,halo,elapsed_seconds,lambda_fit,beta_fit,mask_points,fit_residual,action_residual,fit_Q_L2,action_Q_L2,normalized_fit_residual,normalized_action_residual,action_over_fit,relative_tensor_difference,bianchi,rho_peak_error,rho_relative_peak_error,positive_Q00_over_abs_rho,eta_needed,time_utc
6B_tiled_wall_focused,121,0.5,4.0,3.0,float64,wall,9,41,41,9,4,9576.43989276886,0.21698216633527,-0.9339946087966895,35312910,11.72760851229153,11.731277723810416,52.24174232371506,52.244897893855914,0.22448731590193918,0.22454398796308173,1.0003128695432697,0.0005679930685107256,0.08334600598771495,0.001726310651600612,0.180307670814031,4617.656756868659,0.00021656005473176906,2026-06-17T21:20:34+00:00
6B_tiled_wall_focused,121,1.0,4.0,3.0,float64,wall,9,41,41,9,4,9782.133243560791,0.9747115169617646,-0.7382948275021428,35312602,921.3396722678123,921.9883079039886,1181.3813589491888,1182.384613170356,0.7798833672873614,0.7797702182810378,1.0007040135746894,0.005139363772540545,0.164276186268998,0.006905216116349363,0.18030697911352983,23025.420397504964,4.343026024004149e-05,2026-06-18T00:03:37+00:00
