DIM,N,lambda_fit,beta_fit,beta_action,relative_tensor_difference_action_vs_fit,relative_tensor_difference_percent,fitted_normalized_residual,action_normalized_residual,residual_ratio_action_over_fit,residual_penalty_percent
4,121,0.016579809465662263,-1.0402591753867252,-1.0,0.0003204864949125123,0.03204864949125123,0.006543942971459145,0.006547361751967812,1.0005224343371537,0.05224343371537099
